alpha	beta
1248008405	680963504
1248430117	798544904
1248655069	716227196
1249280186	746242646
1249383265	754451150
1249396226	745126898
1249446517	830488460
1250476495	790534076
1250589868	639956372
1250719492	843622592
1250721910	788422064
1251038861	681541502
1251194870	717311336
1251422401	699572552
1251598004	761087966
1252326605	835371374
1252576715	857621552
1252956272	806133938
1253455136	773290886
1253839100	694205726
1255120643	714115382
1255141819	830469956
1255325458	807011690
1255755844	643463402
1256045363	765350600
1256367259	702161636
1256735812	671945738
1256848829	700890584
1257021220	669358634
1257394222	707033552
1257517310	665392298
1258062989	852377684
1258588286	863361590
1258896538	873631994
1259467960	648714002
1260182140	863790476
1260477154	851690480
1260587849	708770840
1261214857	642176762
1261781080	711808250
1262108990	791992580
1262332649	661047584
1262621981	683899808
1262855330	660919730
1263196573	845619260
1263537707	819272354
1263959948	815785430
1264047509	640950440
1264136404	676803830
1264157369	714887078
1264442477	700367144
1265380379	797716958
1265544221	731368778
1266013007	663700190
1266057430	711841784
1267426172	812001002
1267560581	855115358
1267726142	809168918
1268356316	696094646
1269041380	852412334
1270780249	834681002
1271032639	687467714
1272573817	832074800
1273882829	725875520
1273919873	779834246
1274116288	805077734
1274125531	826689776
1274320177	784015394
1274441969	666405788
1274450800	808192994
1274730157	821716196
1274995241	845616596
1275023762	862616534
1275452236	817862792
1276369195	644294948
1276406032	664161062
1277174971	734907470
1277197876	759423326
1277372071	661385048
1277465683	859859294
1279197490	760309430
1280371696	828664160
1280602684	827919104
1281827713	736736540
1282144544	821908760
1282200317	800852918
1282288415	734980190
1282901783	848285078
1283626100	837156794
1284129538	765468482
1284141577	770203814
1284179539	680812880
1285778519	797501282
1286327308	648332690
1287526787	683387960
1287598103	706791614
1287641740	841407710
1287821264	684611168
1288111325	697924886
1288370864	865453496
1288979066	740769602
1289460494	672076688
1289607974	869828774
1290317903	672314576
1290340390	737387924
1290866236	816535328
1291084150	852516302
1291270723	731826032
1291713532	651269048
1292101627	870535130
1292751764	816183266
1293177274	867227216
1293440698	730319360
1293471569	783871736
1293546494	722848442
1293831794	863684906
1293916999	710106962
1294152199	658804424
1294395980	782567366
1294512742	858549686
1294850470	738709124
1295409641	796286336
1295592667	806172278
1295939345	695836742
1296676583	787548416
1296893168	866224670
1296931577	849410582
1297097449	703143500
1297331957	856080428
1297659251	818008358
1297897436	803886998
1297957924	710325392
1298082995	791273102
1298331974	661444988
1299023801	763705544
1299319694	652033310
1299708272	856595822
1300174910	659616170
1300465051	677809490
1300772224	813078932
1301096513	728133296
1301146898	673055870
1301193454	864543578
1301690786	779739350
1302407456	841753742
1302748936	847063976
1303790233	771324584
1304410433	663507086
1304692973	669927668
1304756947	867470936
1304832518	699024380
1305364330	693483728
1305497996	855757022
1305565544	758734952
1305665134	657269294
1306157477	703230098
1307008253	675107078
1307634868	725670500
1308470728	688936874
1308770347	754297394
1309174705	850812206
1309335428	875154470
1309518010	665490974
1310018920	729279698
1310501789	863144096
1310831957	862406978
1310962321	782020814
1311328885	805392680
1311709816	864481694
1312278649	664913984
1313382682	767307722
1313394626	688075448
1313606668	711213260
1313888752	698983232
1314645383	816122066
1314820405	790312514
1314825646	666448808
1315126496	739884020
1315128223	873667670
1315177682	860721152
1315594109	847174082
1316339915	797178020
1317063947	859898192
1317497302	842345528
1317578549	683573198
1318259555	813788006
1319055373	850610012
1319389633	665537288
1319570267	832372970
1320154666	711548690
1320452663	739286186
1321130710	773072996
1321351804	761616824
1321693147	719981420
1321891580	776108966
1322201800	729275216
1322455192	868230464
1322531045	817970126
1322666818	692598056
1323117395	725475416
1323429910	771057356
1323787367	784445918
1323964552	763394918
1324221557	737303954
1324347268	696305066
1324765420	664948580
1324787665	754307240
1326379216	788769446
1327053506	673409570
1327478929	762237482
1327608293	764933018
1327866785	706265330
1328003333	811026608
1328021279	801719780
1328107045	807047024
1328130380	769163630
1329181231	681997280
1329226661	798940868
1329446282	724567586
1329475792	684701726
1329688210	730148522
1330039261	836294576
1330415797	757540760
1331085719	816414224
1332114487	768692228
1332758837	867307586
1332936421	697138574
1332969169	749666084
1332985523	697926524
1333510661	810285602
1334029715	824054162
1334615782	697866620
1334635913	668947100
1334693404	679290782
1334706187	802880960
1334817562	792104630
1336987717	846792014
1337784952	758901038
1337875657	866034050
1339449667	727965464
1340163700	859650566
1341511447	809125394
1341849914	763550024
1342015316	684518720
1342107224	722487596
1342407170	755454758
1342867379	672255464
1342965166	811906916
1344261043	834058130
1344282113	719319218
1344828229	807839528
1345092049	727601558
1345472627	726547892
1345863892	752809532
1346283988	674861090
1346716732	841012466
1346743951	849363350
1347213991	742356896
1347221641	871409030
1347381448	833536112
1349389433	675736340
1349523604	871912562
1349918275	850027280
1350766363	813169436
1351254053	748506398
1351386875	751529876
1352029831	745193696
1352117173	844706012
1352957384	786880868
1353010024	815272736
1353188461	712267826
1353783800	776971112
1353892126	863685428
1353917707	779011628
1354542773	758128064
1355083063	826564694
1356094214	780686330
1356646537	837951242
1357046663	757615982
1357159861	821543324
1357499021	863930984
1357603375	804952976
1357699552	730936652
1357835479	809824676
1358433640	858826238
1358854615	683142314
1360145978	845706542
1360907983	691584800
1363056170	689293832
1363290442	849657614
1363360447	746488022
1365357025	858889724
1365801083	701333690
1366816223	774557672
1366858633	771071378
1367211010	769574408
1367860427	734156186
1369213096	820341788
1369533550	696440714
1369593464	722067314
1370196890	730672286
1370719333	716380016
1371083582	750429284
1371155102	724140986
1371465835	689314712
1371818741	814001432
1371955312	827904704
1371964898	802878656
1372256774	871154132
1372511393	700457324
1372535111	794157800
1372840598	777985790
1373443247	768426836
1373611823	815749070
1373828150	800631824
1373878373	781116818
1374065819	799072682
1375451537	798560564
1376829241	730902218
1376951584	741264836
1377071777	837298976
1377739043	798866744
1377799985	793782932
1378704793	859989002
1379048357	875868908
1379875769	790851956
1380294206	770106776
1381051181	819599504
1381121972	827438954
1381445738	815413712
1381721272	694215194
1382230255	758493410
1382404552	724275968
1382523854	822006230
1382562506	735084122
1383020564	796665128
1383561154	865459580
1383705859	831543296
1383896686	711543290
1383931418	788423666
1384119848	811484510
1384340593	806025254
1384634332	874938740
1384963039	758477696
1387590271	790219166
1389069073	701383820
1389562418	772909934
1389674327	735592946
1390176836	775319972
1391407924	800678678
1391449865	772355048
1391799335	861579860
1393688654	794485040
1393949761	832914878
1394053904	807007154
1394145827	876361946
1394484470	829174874
1394560717	808615616
1394819894	845800592
1394877433	763873268
1395263120	772584206
1396549109	806155124
1396794034	800339018
1396927723	814310420
1396940291	791427848
1397121703	873888710
1398565318	745309868
1398774422	863172986
1399599376	712020164
1399714693	712793102
1400182276	784502222
1400831696	775384970
1401162739	763173194
1401566608	723166250
1401924490	829210226
1401998882	737227022
1402483952	788601650
1405077304	863835314
1406573218	716934326
1406988172	740934680
1407730559	733187372
1407938098	740879006
1408002772	771050048
1408597510	816119330
1409973691	827711654
1410091132	765527648
1410170960	717384884
1410248813	736165454
1410598331	858094556
1410602473	848815448
1412838463	717137960
1412865505	756785750
1413107005	711149612
1413392650	845088530
1415535713	836665664
1416249086	751806284
1418668444	768553880
1419279206	873534416
1420217765	721957010
1420220066	855789674
1420779283	835891628
1420785811	849402212
1421096333	769246772
1421668450	791236760
1421684635	777869006
1422354512	762485540
1422451426	811171238
1422852089	791593250
1423510399	800483126
1424247785	769591778
1424369620	814288100
1424982689	796959140
1425485140	769751276
1425836113	871302344
1428120829	781968254
1428565487	741882632
1429635887	764694464
1430164426	814439840
1430610773	819746618
1431040769	739185368
1433323942	849426206
1434193921	773606984
1434425482	743131364
1435387076	770373554
1435684535	774513428
1435943356	762502622
1436409856	814899794
1436621960	779309006
1436821544	871245914
1437212900	851806490
1438456066	834234908
1438764499	832290602
1438884485	824396162
1440292988	739889294
1440459314	800027600
1441054715	792326588
1441245256	722808068
1441275992	788032598
1441346158	867111350
1442257649	776773040
1443681967	854646980
1444192151	774787352
1444458569	776318918
1444675402	846724676
1444675597	838003334
1445004523	734828108
1445811637	806093942
1446749314	756701330
1446771500	777160022
1446981269	799276586
1447955231	765089330
1448280385	818424698
1448371990	870241154
1448632454	800706092
1448657380	809340980
1449111439	794929766
1450566944	869188514
1453232141	841184510
1453761841	820996844
1454137846	801642974
1454591390	743218088
1455363544	739627772
1456069040	772828268
1456144900	853785392
1456738235	832940438
1456945661	764429018
1456990541	856985846
1457091808	845367692
1457400487	770215406
1457442082	811177952
1457813107	753198710
1458013277	733514900
1458822788	860220770
1458891752	733230104
1459242782	758082848
1459731020	859238564
1461962339	768522740
1462337602	790772000
1462342850	822125768
1463701151	762399986
1465012252	836836808
1466157197	755116628
1466475938	870118376
1467353690	780103904
1467607469	851317988
1467617878	786204212
1467796592	831628310
1467874769	795113924
1469121686	743001368
1469136812	768356240
1469275807	808795814
1469428118	829992542
1469744429	822180542
1469849495	840140312
1469881697	735393740
1469978675	803758964
1470107881	782752190
1470181270	865356584
1470642506	862144664
1471522501	740712038
1472236474	846205628
1472870557	863583260
1472883592	861919916
1472986774	853682630
1476171833	855258620
1476723218	780271358
1476742777	777306002
1479883384	767347016
1481362732	776018642
1481917357	815949194
1482361055	786638012
1482610400	832831970
1482873272	875224760
1483387789	835500452
1483905845	858387362
1484704865	763607462
1484763503	876316334
1484919824	784246280
1487280061	838723118
1487706202	846074678
1487800541	841997966
1488443344	828106358
1488581209	868707770
1489245145	749130854
1489259260	838463270
1490392354	812979374
1491834767	872281526
1492635445	830492924
1493099189	770076572
1493150774	768880364
1493266600	858592742
1493277091	806840438
1493818657	807311696
1494235598	864222098
1494717719	852733274
1495105271	776180120
1495291484	799961378
1495310353	775440086
1495373123	874834970
1496017459	777880688
1496294519	791507462
1496569694	823402022
